tvBench_id,db_id,chart,hardness,query,question,vega_zero
1211@y_name@ASC,dorm_1,Bar,Medium,"Visualize BAR SELECT gender , sum(student_capacity) FROM dorm GROUP BY gender ORDER BY sum(student_capacity) ASC","What is the total capacity of dorms for each gender ? Give me a bar chart , and could you list total number from low to high order ?",mark bar data dorm encoding x gender y aggregate sum student_capacity transform group x sort y asc
2487@y_name@DESC,news_report,Bar,Medium,"Visualize BAR SELECT Nationality , SUM(Age) FROM journalist GROUP BY Nationality ORDER BY SUM(Age) DESC","Return a histogram on what are the nationalities and the total ages of journalists ? , and I want to show by the total number of age in desc .",mark bar data journalist encoding x nationality y aggregate sum age transform group x sort y desc
1783@x_name@DESC,hr_1,Bar,Hard,"Visualize BAR SELECT JOB_ID , COUNT(JOB_ID) FROM employees WHERE hire_date < '2002-06-21' GROUP BY JOB_ID ORDER BY JOB_ID DESC","For those employees who was hired before 2002-06-21 , draw a bar chart about the distribution of job_id and the amount of job_id , and group by attribute job_id , order bars from high to low order please .",mark bar data employees encoding x job_id y aggregate count job_id transform filter hire_date < '2002-06-21' group x sort x desc
2010@x_name@ASC,insurance_policies,Bar,Medium,"Visualize BAR SELECT Payment_Method_Code , COUNT(Payment_Method_Code) FROM Payments GROUP BY Payment_Method_Code ORDER BY Payment_Method_Code ASC","Plot the number of payment method code by grouped by payment method code as a bar graph , and show by the Payment_Method_Code from low to high .",mark bar data payments encoding x payment_method_code y aggregate count payment_method_code transform group x sort x asc
1334@y_name@DESC,employee_hire_evaluation,Stacked Bar,Extra Hard,"Visualize BAR SELECT Start_from , AVG(Employee_ID) FROM hiring GROUP BY Is_full_time ORDER BY AVG(Employee_ID) DESC BIN Start_from BY WEEKDAY","Give me the comparison about the average of Employee_ID over the Start_from , and group by attribute Is_full_time and bin start_from by weekday by a bar chart , I want to sort in desc by the Y .",mark bar data hiring encoding x start_from y aggregate mean employee_id color is_full_time transform sort y desc bin x by weekday
863@y_name@ASC,cre_Drama_Workshop_Groups,Bar,Medium,"Visualize BAR SELECT Actual_Delivery_Date , COUNT(Actual_Delivery_Date) FROM BOOKINGS  ORDER BY COUNT(Actual_Delivery_Date) ASC BIN Actual_Delivery_Date BY WEEKDAY","Show all the actual delivery dates and bin by weekday in a bar chart , could you display how many actual delivery date in ascending order ?",mark bar data bookings encoding x actual_delivery_date y aggregate count actual_delivery_date transform sort y asc bin x by weekday
1982,inn_1,Pie,Medium,"Visualize PIE SELECT bedType , COUNT(bedType) FROM Rooms WHERE decor = ""traditional"" GROUP BY bedType",Can you show me the proportion of each bed type using a pie chart ?,"mark arc data rooms encoding x bedtype y aggregate count bedtype transform filter decor = ""traditional"" group x"
3033@x_name@DESC,tracking_software_problems,Bar,Medium,"Visualize BAR SELECT log_entry_description , COUNT(log_entry_description) FROM problem_log GROUP BY log_entry_description ORDER BY log_entry_description DESC","Bar chart x axis log entry description y axis the number of log entry description , and I want to display in descending by the bar please .",mark bar data problem_log encoding x log_entry_description y aggregate count log_entry_description transform group x sort x desc
909@y_name@ASC,customer_complaints,Bar,Medium,"Visualize BAR SELECT product_category_code , avg(product_price) FROM products GROUP BY product_category_code ORDER BY avg(product_price) ASC","What is the average price of the products for each category , list y axis from low to high order .",mark bar data products encoding x product_category_code y aggregate mean product_price transform group x sort y asc
2906@y_name@ASC,swimming,Bar,Medium,"Visualize BAR SELECT Nationality , SUM(ID) FROM swimmer GROUP BY Nationality ORDER BY SUM(ID) ASC","Give me the comparison about the sum of ID over the Nationality , and group by attribute Nationality by a bar chart , could you order by the y axis in asc ?",mark bar data swimmer encoding x nationality y aggregate sum id transform group x sort y asc
360,body_builder,Scatter,Easy,"Visualize SCATTER SELECT Body_Builder_ID , Clean_Jerk FROM body_builder",Show me about the correlation between Body_Builder_ID and Clean_Jerk in a scatter chart .,mark point data body_builder encoding x body_builder_id y aggregate none clean_jerk
3115@y_name@DESC,university_basketball,Bar,Easy,"Visualize BAR SELECT All_Games , School_ID FROM basketball_match ORDER BY School_ID DESC","Draw a bar chart about the distribution of All_Games and School_ID , and list by the y axis in descending .",mark bar data basketball_match encoding x all_games y aggregate none school_id transform sort y desc
2724@y_name@DESC,school_player,Bar,Medium,"Visualize BAR SELECT Denomination , COUNT(*) FROM school GROUP BY Denomination ORDER BY COUNT(*) DESC","Create a bar chart showing the total number across denomination , rank in desc by the Y-axis .",mark bar data school encoding x denomination y aggregate count denomination transform group x sort y desc
2856,store_1,Bar,Medium,"Visualize BAR SELECT billing_state , COUNT(*) FROM invoices WHERE billing_country = ""USA"" GROUP BY billing_state",Return a histogram on how many invoices were billed from each state ?,"mark bar data invoices encoding x billing_state y aggregate count billing_state transform filter billing_country = ""usa"" group x"
1332,employee_hire_evaluation,Stacked Bar,Hard,"Visualize BAR SELECT Start_from , AVG(Shop_ID) FROM hiring GROUP BY Is_full_time BIN Start_from BY WEEKDAY","Find Start_from and the average of Shop_ID , and group by attribute Is_full_time and bin start_from by weekday , and visualize them by a bar chart .",mark bar data hiring encoding x start_from y aggregate mean shop_id color is_full_time transform bin x by weekday
2172@y_name@DESC,manufactory_1,Bar,Hard,"Visualize BAR SELECT Name , COUNT(Name) FROM products WHERE price <= 200 GROUP BY Name ORDER BY COUNT(Name) DESC","What are the names of products with price at most 200 , and count them by a bar chart , display how many name in desc order .",mark bar data products encoding x name y aggregate count name transform filter price <= 200 group x sort y desc
1567@y_name@ASC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT JOB_ID , AVG(DEPARTMENT_ID) FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%' GROUP BY JOB_ID ORDER BY AVG(DEPARTMENT_ID) ASC","For all employees who have the letters D or S in their first name , draw a bar chart about the distribution of job_id and the average of department_id , and group by attribute job_id , order by the y axis in ascending .",mark bar data employees encoding x job_id y aggregate mean department_id transform filter first_name like '%d%' or first_name like '%s%' group x sort y asc
1542,hr_1,Bar,Extra Hard,"Visualize BAR SELECT HIRE_DATE , SUM(SALARY) FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%' BIN HIRE_DATE BY MONTH","For all employees who have the letters D or S in their first name , visualize a bar chart about the distribution of hire_date and the sum of salary bin hire_date by time .",mark bar data employees encoding x hire_date y aggregate sum salary transform filter first_name like '%d%' or first_name like '%s%' bin x by month
553@y_name@ASC,college_1,Bar,Medium,"Visualize BAR SELECT CRS_CODE , count(*) FROM CLASS GROUP BY crs_code ORDER BY count(*) ASC","Give me a histogram for how many sections does each course have ? , list in asc by the the total number .",mark bar data class encoding x crs_code y aggregate count crs_code transform group x sort y asc
1596,hr_1,Bar,Hard,"Visualize BAR SELECT HIRE_DATE , SUM(DEPARTMENT_ID) FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40 BIN HIRE_DATE BY WEEKDAY","For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40 , return a bar chart about the distribution of hire_date and the sum of department_id bin hire_date by weekday .","mark bar data employees encoding x hire_date y aggregate sum department_id transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 bin x by weekday"
240,behavior_monitoring,Grouping Scatter,Medium,"Visualize SCATTER SELECT student_id , monthly_rental FROM Student_Addresses GROUP BY other_details ORDER BY monthly_rental DESC","Show me about the correlation between student_id and monthly_rental , and group by attribute other_details in a scatter chart .",mark point data student_addresses encoding x student_id y aggregate none monthly_rental transform group other_details sort y desc
831,cre_Docs_and_Epenses,Scatter,Easy,"Visualize SCATTER SELECT Statement_ID , count(*) FROM Accounts GROUP BY STATEMENT_ID",Show all statement id and the number of accounts for each statement . Show scatter chart .,mark point data accounts encoding x statement_id y aggregate count statement_id transform group x
44,allergy_1,Bar,Medium,"Visualize BAR SELECT LName , AVG(Age) FROM Student WHERE Sex = 'F' GROUP BY LName",Show the average age for all female students and group them by last name with a bar chart .,mark bar data student encoding x lname y aggregate mean age transform filter sex = 'f' group x
2545@y_name@ASC,pets_1,Bar,Medium,"Visualize BAR SELECT PetType , avg(pet_age) FROM pets GROUP BY pettype ORDER BY avg(pet_age) ASC","Bar chart of the average of pet age from each pettype , display y-axis in asc order .",mark bar data pets encoding x pettype y aggregate mean pet_age transform group x sort y asc
1831@y_name@DESC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT HIRE_DATE , SUM(SALARY) FROM employees WHERE first_name NOT LIKE '%M%'  ORDER BY SUM(SALARY) DESC BIN HIRE_DATE BY WEEKDAY","Bin the hire date into the day of week interval , and then calculate the total salary of employees in each day for a bar chart , note that just select those employees without the letter M in their first name , and list Y-axis in desc order .",mark bar data employees encoding x hire_date y aggregate sum salary transform filter first_name not like '%m%' sort y desc bin x by weekday
2724@x_name@ASC,school_player,Bar,Medium,"Visualize BAR SELECT Denomination , COUNT(*) FROM school GROUP BY Denomination ORDER BY Denomination ASC","Create a bar chart showing the total number across denomination , and rank by the Denomination in asc .",mark bar data school encoding x denomination y aggregate count denomination transform group x sort x asc
1621@x_name@DESC,hr_1,Line,Hard,"Visualize LINE SELECT HIRE_DATE , COMMISSION_PCT FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40 ORDER BY HIRE_DATE DESC","For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40 , draw a line chart about the change of commission_pct over hire_date , and rank from high to low by the x-axis please .","mark line data employees encoding x hire_date y aggregate none commission_pct transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 sort x desc"
1334,employee_hire_evaluation,Stacked Bar,Hard,"Visualize BAR SELECT Start_from , AVG(Employee_ID) FROM hiring GROUP BY Is_full_time BIN Start_from BY WEEKDAY",Stacked bar chart of mean employee id for with each Is_full_time in each start from,mark bar data hiring encoding x start_from y aggregate mean employee_id color is_full_time transform bin x by weekday
1598@x_name@ASC,hr_1,Line,Hard,"Visualize LINE SELECT HIRE_DATE , EMPLOYEE_ID FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40 ORDER BY HIRE_DATE ASC","For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40 , give me the trend about employee_id over hire_date , and display by the HIRE_DATE in ascending .","mark line data employees encoding x hire_date y aggregate none employee_id transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 sort x asc"
1783@y_name@ASC,hr_1,Bar,Hard,"Visualize BAR SELECT JOB_ID , COUNT(JOB_ID) FROM employees WHERE hire_date < '2002-06-21' GROUP BY JOB_ID ORDER BY COUNT(JOB_ID) ASC","For those employees who was hired before 2002-06-21 , draw a bar chart about the distribution of job_id and the amount of job_id , and group by attribute job_id , order by the total number in asc .",mark bar data employees encoding x job_id y aggregate count job_id transform filter hire_date < '2002-06-21' group x sort y asc
1122@x_name@DESC,department_store,Bar,Medium,"Visualize BAR SELECT payment_method_code , count(*) FROM customers GROUP BY payment_method_code ORDER BY payment_method_code DESC","A bar chart about how many customers use each payment method ? , could you sort by the bars from high to low ?",mark bar data customers encoding x payment_method_code y aggregate count payment_method_code transform group x sort x desc
1562@x_name@ASC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT JOB_ID , SUM(SALARY) FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%' GROUP BY JOB_ID ORDER BY JOB_ID ASC","For all employees who have the letters D or S in their first name , visualize a bar chart about the distribution of job_id and the sum of salary , and group by attribute job_id , rank X from low to high order .",mark bar data employees encoding x job_id y aggregate sum salary transform filter first_name like '%d%' or first_name like '%s%' group x sort x asc
340@y_name@DESC,bike_1,Bar,Hard,"Visualize BAR SELECT date , COUNT(date) FROM weather WHERE mean_sea_level_pressure_inches BETWEEN 30.3 AND 31  ORDER BY COUNT(date) DESC BIN date BY YEAR","A bar chart for what are the number of the dates that have an average sea level pressure between 303 and 31 ? , could you sort in desc by the y axis ?",mark bar data weather encoding x date y aggregate count date transform filter mean_sea_level_pressure_inches between 30.3 and 31 sort y desc bin x by year
1601@y_name@ASC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT JOB_ID , AVG(EMPLOYEE_ID) FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40 GROUP BY JOB_ID ORDER BY AVG(EMPLOYEE_ID) ASC","For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40 , find job_id and the average of employee_id , and group by attribute job_id , and visualize them by a bar chart , I want to display from low to high by the y axis .","mark bar data employees encoding x job_id y aggregate mean employee_id transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 group x sort y asc"
1905,hr_1,Bar,Easy,"Visualize BAR SELECT LAST_NAME , DEPARTMENT_ID FROM employees",Bar graph to show department_id from different last name,mark bar data employees encoding x last_name y aggregate none department_id
778@x_name@ASC,cre_Doc_Tracking_DB,Grouping Line,Hard,"Visualize LINE SELECT Date_in_Locaton_To , COUNT(Date_in_Locaton_To) FROM Document_locations GROUP BY Location_Code ,  Date_in_Locaton_To ORDER BY Date_in_Locaton_To ASC","I want to see trend the number of date in locaton to over date in locaton to by Location_Code , and sort by the Date_in_Locaton_To in asc .",mark line data document_locations encoding x date_in_locaton_to y aggregate count date_in_locaton_to color location_code transform group x sort x asc
1596,hr_1,Bar,Hard,"Visualize BAR SELECT HIRE_DATE , SUM(DEPARTMENT_ID) FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40 BIN HIRE_DATE BY WEEKDAY","For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40 , show me about the distribution of hire_date and the sum of department_id bin hire_date by weekday in a bar chart .","mark bar data employees encoding x hire_date y aggregate sum department_id transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 bin x by weekday"
365@y_name@ASC,book_2,Bar,Medium,"Visualize BAR SELECT Publication_Date , COUNT(Publication_Date) FROM publication GROUP BY Publication_Date ORDER BY COUNT(Publication_Date) ASC","A bar chart showing the number of publication dates of books , and sort by the Y-axis in asc please .",mark bar data publication encoding x publication_date y aggregate count publication_date transform group x sort y asc
1910@x_name@DESC,hr_1,Bar,Easy,"Visualize BAR SELECT EMAIL , SALARY FROM employees ORDER BY EMAIL DESC","Plot salary by grouped by email as a bar graph , and order in desc by the X please .",mark bar data employees encoding x email y aggregate none salary transform sort x desc
2135@y_name@DESC,local_govt_in_alabama,Bar,Medium,"Visualize BAR SELECT Event_Details , COUNT(Event_Details) FROM EVENTS GROUP BY Event_Details ORDER BY COUNT(Event_Details) DESC","Bar chart x axis event details y axis how many event details , sort Y-axis in desc order .",mark bar data events encoding x event_details y aggregate count event_details transform group x sort y desc
2440,music_4,Pie,Easy,"Visualize PIE SELECT Result , COUNT(Result) FROM music_festival GROUP BY Result",Return the results of all music festivals using a pie chart .,mark arc data music_festival encoding x result y aggregate count result transform group x
1152,document_management,Bar,Easy,"Visualize BAR SELECT role_code , count(*) FROM users GROUP BY role_code","Return a histogram on what are the different role codes for users , and how many users have each ?",mark bar data users encoding x role_code y aggregate count role_code transform group x
3099@x_name@ASC,university_basketball,Bar,Medium,"Visualize BAR SELECT ACC_Road , AVG(Team_ID) FROM basketball_match GROUP BY ACC_Road ORDER BY ACC_Road ASC","Give me the comparison about the average of Team_ID over the ACC_Road , and group by attribute ACC_Road , and order names in asc order .",mark bar data basketball_match encoding x acc_road y aggregate mean team_id transform group x sort x asc
59@x_name@ASC,allergy_1,Bar,Medium,"Visualize BAR SELECT city_code , count(*) FROM Student GROUP BY city_code ORDER BY city_code ASC","A bar chart about how many students live in each city ? , I want to rank by the x axis in asc .",mark bar data student encoding x city_code y aggregate count city_code transform group x sort x asc
2473@x_name@DESC,network_2,Bar,Medium,"Visualize BAR SELECT gender , avg(age) FROM Person GROUP BY gender ORDER BY gender DESC","How old is each gender , on average Plot them as bar chart , and rank from high to low by the gender .",mark bar data person encoding x gender y aggregate mean age transform group x sort x desc
1267,e_learning,Bar,Easy,"Visualize BAR SELECT middle_name , author_id FROM Course_Authors_and_Tutors ORDER BY personal_name",Return a bar chart about the distribution of middle_name and author_id .,mark bar data course_authors_and_tutors encoding x middle_name y aggregate none author_id transform sort personal_name
382,candidate_poll,Bar,Easy,"Visualize BAR SELECT Sex , SUM(Weight) FROM people GROUP BY Sex","Show me about the distribution of Sex and the sum of Weight , and group by attribute Sex in a bar chart .",mark bar data people encoding x sex y aggregate sum weight transform group x
1766@y_name@ASC,hr_1,Bar,Hard,"Visualize BAR SELECT HIRE_DATE , SUM(SALARY) FROM employees WHERE hire_date < '2002-06-21'  ORDER BY SUM(SALARY) ASC BIN HIRE_DATE BY WEEKDAY","For those employees who was hired before 2002-06-21 , a bar chart shows the distribution of hire_date and the sum of salary bin hire_date by weekday , could you order from low to high by the y axis ?",mark bar data employees encoding x hire_date y aggregate sum salary transform filter hire_date < '2002-06-21' sort y asc bin x by weekday
2921@y_name@ASC,swimming,Bar,Easy,"Visualize BAR SELECT meter_500 , meter_100 FROM swimmer ORDER BY meter_100 ASC","A bar chart shows the distribution of meter_500 and meter_100 , and list by the Y-axis in asc .",mark bar data swimmer encoding x meter_500 y aggregate none meter_100 transform sort y asc
2936@y_name@ASC,theme_gallery,Stacked Bar,Hard,"Visualize BAR SELECT Year_Join , COUNT(Year_Join) FROM artist WHERE country != 'United States' GROUP BY Name ORDER BY COUNT(Year_Join) ASC","For artist names who are not from United States , show me a stacked that the x-axis is the Year_Join and the group by name in Y , I want to rank y axis from low to high order .",mark bar data artist encoding x year_join y aggregate count year_join transform filter country != 'united states' group name sort y asc
324,bike_1,Line,Easy,"Visualize LINE SELECT installation_date , COUNT(installation_date) FROM station GROUP BY installation_date",Tell me the trend using a line chart to show the total number of the station over the installation date .,mark line data station encoding x installation_date y aggregate count installation_date transform group x
2423@x_name@DESC,music_1,Bar,Medium,"Visualize BAR SELECT languages , avg(rating) FROM song GROUP BY languages ORDER BY languages DESC","Draw a bar chart for what is the average rating of songs for each language ? , list x-axis from high to low order please .",mark bar data song encoding x languages y aggregate mean rating transform group x sort x desc
3045@x_name@ASC,train_station,Bar,Medium,"Visualize BAR SELECT Location , SUM(Number_of_Platforms) FROM station GROUP BY Location ORDER BY Location ASC","Give me a bar chart about the number of platforms in different locations , rank from low to high by the bars .",mark bar data station encoding x location y aggregate sum number_of_platforms transform group x sort x asc
1339,employee_hire_evaluation,Line,Easy,"Visualize LINE SELECT Start_from , Employee_ID FROM hiring",A line chart shows the trend of Employee_ID over Start_from .,mark line data hiring encoding x start_from y aggregate none employee_id
2807@y_name@ASC,solvency_ii,Bar,Medium,"Visualize BAR SELECT Product_Type_Code , COUNT(*) FROM Products GROUP BY Product_Type_Code ORDER BY COUNT(*) ASC","Give me a bar chart for the total number of each product type code , order by the Y in asc .",mark bar data products encoding x product_type_code y aggregate count product_type_code transform group x sort y asc
3209@y_name@DESC,wedding,Bar,Medium,"Visualize BAR SELECT Open_Date , COUNT(Open_Date) FROM Church  ORDER BY COUNT(Open_Date) DESC BIN Open_Date BY WEEKDAY","How many churches open each year ? Convert the year into the weekday interval and visualize with a bar chart , and rank total number in desc order .",mark bar data church encoding x open_date y aggregate count open_date transform sort y desc bin x by weekday
2573@x_name@ASC,phone_market,Bar,Medium,"Visualize BAR SELECT Carrier , AVG(Memory_in_G) FROM phone GROUP BY Carrier ORDER BY Carrier ASC","A bar chart about what are the memories and carriers of phones ? , sort x-axis from low to high order please .",mark bar data phone encoding x carrier y aggregate mean memory_in_g transform group x sort x asc
1058,customers_card_transactions,Scatter,Easy,"Visualize SCATTER SELECT customer_id , card_number FROM Customers_cards",Show the relationship between customer id and card number with a scatter chart .,mark point data customers_cards encoding x customer_id y aggregate none card_number
1898@x_name@ASC,hr_1,Bar,Easy,"Visualize BAR SELECT FIRST_NAME , DEPARTMENT_ID FROM employees ORDER BY FIRST_NAME ASC","Just show the first name of the employee and list their department's id in the Y-axis of the bar chart , and sort names in ascending order .",mark bar data employees encoding x first_name y aggregate none department_id transform sort x asc
2502,party_host,Pie,Easy,"Visualize PIE SELECT Nationality , COUNT(*) FROM HOST GROUP BY Nationality",Show me a pie chart for how many hosts does each nationality have ? List the nationality and the count .,mark arc data host encoding x nationality y aggregate count nationality transform group x
863@y_name@DESC,cre_Drama_Workshop_Groups,Bar,Medium,"Visualize BAR SELECT Actual_Delivery_Date , COUNT(Actual_Delivery_Date) FROM BOOKINGS  ORDER BY COUNT(Actual_Delivery_Date) DESC BIN Actual_Delivery_Date BY WEEKDAY","Show all the actual delivery dates and bin by weekday in a bar chart , and sort in desc by the y-axis please .",mark bar data bookings encoding x actual_delivery_date y aggregate count actual_delivery_date transform sort y desc bin x by weekday
3162,university_basketball,Grouping Scatter,Easy,"Visualize SCATTER SELECT Team_ID , All_Games_Percent FROM basketball_match GROUP BY Team_Name","A scatter chart shows the correlation between Team_ID and All_Games_Percent , and group by attribute Team_Name .",mark point data basketball_match encoding x team_id y aggregate none all_games_percent transform group team_name
2923@y_name@ASC,swimming,Bar,Easy,"Visualize BAR SELECT meter_600 , meter_100 FROM swimmer ORDER BY meter_100 ASC","Give me the comparison about meter_100 over the meter_600 , and could you order y axis in asc order please ?",mark bar data swimmer encoding x meter_600 y aggregate none meter_100 transform sort y asc
481,city_record,Bar,Medium,"Visualize BAR SELECT Venue , COUNT(Venue) FROM MATCH GROUP BY Venue ORDER BY date DESC",A bar chart for what are the number of the venues of all the matches ? Sort them in the descending order of match date .,mark bar data match encoding x venue y aggregate count venue transform group x sort date desc
787,cre_Doc_Tracking_DB,Line,Easy,"Visualize LINE SELECT Calendar_Date , COUNT(Calendar_Date) FROM Ref_calendar BIN Calendar_Date BY YEAR",Show all calendar dates and bin by year in a line chart .,mark line data ref_calendar encoding x calendar_date y aggregate count calendar_date transform bin x by year
1563@y_name@ASC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT JOB_ID , AVG(SALARY) FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%' GROUP BY JOB_ID ORDER BY AVG(SALARY) ASC","For all employees who have the letters D or S in their first name , return a bar chart about the distribution of job_id and the average of salary , and group by attribute job_id , show y-axis in asc order .",mark bar data employees encoding x job_id y aggregate mean salary transform filter first_name like '%d%' or first_name like '%s%' group x sort y asc
3050@x_name@ASC,train_station,Bar,Medium,"Visualize BAR SELECT Name , Total_Passengers FROM station WHERE LOCATION != 'London' ORDER BY Name ASC","Show the names and total passengers for all train stations not in London Visualize by bar chart , and I want to sort in ascending by the bars please .",mark bar data station encoding x name y aggregate none total_passengers transform filter location != 'london' sort x asc
1547@y_name@DESC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT HIRE_DATE , AVG(DEPARTMENT_ID) FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%'  ORDER BY AVG(DEPARTMENT_ID) DESC BIN HIRE_DATE BY MONTH","For all employees who have the letters D or S in their first name , find hire_date and the average of department_id bin hire_date by time , and visualize them by a bar chart , could you display y-axis from high to low order ?",mark bar data employees encoding x hire_date y aggregate mean department_id transform filter first_name like '%d%' or first_name like '%s%' sort y desc bin x by month
3247@x_name@DESC,wine_1,Line,Easy,"Visualize LINE SELECT Year , max(Score) FROM WINE GROUP BY Year ORDER BY Year DESC","Give me a line chart about each year's maximum score , and rank by the x-axis in descending .",mark line data wine encoding x year y aggregate max score transform group x sort x desc
1616@x_name@ASC,hr_1,Line,Hard,"Visualize LINE SELECT HIRE_DATE , SALARY FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40 ORDER BY HIRE_DATE ASC","For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40 , for salary , hire_date , visualize the trend , rank in asc by the X please .","mark line data employees encoding x hire_date y aggregate none salary transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 sort x asc"
3283,wrestler,Bar,Easy,"Visualize BAR SELECT Team , COUNT(Team) FROM elimination GROUP BY Team",Visualize a bar chart for what is the number of their teams in elimination ?,mark bar data elimination encoding x team y aggregate count team transform group x
3132@x_name@ASC,university_basketball,Bar,Easy,"Visualize BAR SELECT Team_Name , ACC_Percent FROM basketball_match ORDER BY Team_Name ASC","Show me about the distribution of Team_Name and ACC_Percent in a bar chart , list X in asc order please .",mark bar data basketball_match encoding x team_name y aggregate none acc_percent transform sort x asc
2199,manufactory_1,Grouping Scatter,Medium,"Visualize SCATTER SELECT Code , Manufacturer FROM products WHERE price BETWEEN 60 AND 120 GROUP BY Name","For those products with a price between 60 and 120 , visualize the relationship between code and manufacturer , and group by attribute name .",mark point data products encoding x code y aggregate none manufacturer transform filter price between 60 and 120 group name
3101,university_basketball,Bar,Easy,"Visualize BAR SELECT ACC_Road , AVG(School_ID) FROM basketball_match GROUP BY ACC_Road",Bar chart x axis acc road y axis the average of school id,mark bar data basketball_match encoding x acc_road y aggregate mean school_id transform group x
553@x_name@DESC,college_1,Bar,Medium,"Visualize BAR SELECT CRS_CODE , count(*) FROM CLASS GROUP BY crs_code ORDER BY CRS_CODE DESC","Bar chart x axis crs code y axis the total number , order names from high to low order .",mark bar data class encoding x crs_code y aggregate count crs_code transform group x sort x desc
489,climbing,Pie,Medium,"Visualize PIE SELECT Country , COUNT(Country) FROM mountain WHERE Height > 5000 GROUP BY Country",A pie chart for returning the number of the countries of the mountains that have a height larger than 5000 .,mark arc data mountain encoding x country y aggregate count country transform filter height > 5000 group x
1975,inn_1,Bar,Medium,"Visualize BAR SELECT decor , count(*) FROM Rooms WHERE bedType = ""King"" GROUP BY decor",How many rooms have king beds ? Report the number for each decor type . Plot them as bar chart .,"mark bar data rooms encoding x decor y aggregate count decor transform filter bedtype = ""king"" group x"
364@x_name@DESC,book_2,Bar,Medium,"Visualize BAR SELECT Publisher , COUNT(*) FROM publication GROUP BY Publisher ORDER BY Publisher DESC","Show different publishers together with the number of publications they have in a bar chart , I want to display names in descending order .",mark bar data publication encoding x publisher y aggregate count publisher transform group x sort x desc
2629@x_name@DESC,protein_institute,Bar,Medium,"Visualize BAR SELECT Type , count(*) FROM institution GROUP BY TYPE ORDER BY Type DESC","Let institution types as the X-axis and the number of institutions for each type as Y-axis , the visualization type is bar chart , rank bars in descending order .",mark bar data institution encoding x type y aggregate count type transform group x sort x desc
2746,ship_1,Pie,Easy,"Visualize PIE SELECT Rank , count(*) FROM captain GROUP BY rank",Give me a pie to show the total number from different rank .,mark arc data captain encoding x rank y aggregate count rank transform group x
1857@y_name@DESC,hr_1,Bar,Medium,"Visualize BAR SELECT HIRE_DATE , AVG(SALARY) FROM employees  ORDER BY AVG(SALARY) DESC BIN HIRE_DATE BY WEEKDAY","Compare the average salary by each hire date (bin it into the day of week interval) of employees using a bar chart , and could you order by the Y from high to low ?",mark bar data employees encoding x hire_date y aggregate mean salary transform sort y desc bin x by weekday
1336,employee_hire_evaluation,Grouping Scatter,Easy,"Visualize SCATTER SELECT Shop_ID , Employee_ID FROM hiring GROUP BY Is_full_time","Show me about the correlation between Shop_ID and Employee_ID , and group by attribute Is_full_time in a scatter chart .",mark point data hiring encoding x shop_id y aggregate none employee_id transform group is_full_time
171@x_name@DESC,baseball_1,Line,Medium,"Visualize LINE SELECT year , avg(attendance) FROM home_game GROUP BY YEAR ORDER BY year DESC","Show the trend about the total average number of attendance at home games change over the years , bin year into year interval , and I want to list by the X in desc please .",mark line data home_game encoding x year y aggregate mean attendance transform group x sort x desc
2792,soccer_2,Bar,Easy,"Visualize BAR SELECT cName , enr FROM College ORDER BY enr",Show me about the distribution of cName and enr in a bar chart .,mark bar data college encoding x cname y aggregate none enr transform sort y
